"id" "day" "Dose" "LOGTV"
"757" 42 40 10 7.73707760722651
"758" 42 42 10 7.80822064758318
"759" 43 -14 10 2.54702078469888
"760" 43 -12 10 2.24601474150565
"761" 43 -9 10 3.44377628583231
"762" 43 -6 10 3.5867415555388
"763" 43 -2 10 3.77849161280362
"764" 43 0 10 4.32545628318549
"765" 43 2 10 4.44552034469579
"766" 43 5 10 4.48349705667223
"767" 43 7 10 4.28319996773544
"768" 43 9 10 3.94848464076413
"769" 43 12 10 4.19493921770104
"770" 43 14 10 4.6601716101568
"771" 43 16 10 4.78790832266726
"772" 43 20 10 4.59197804904167
"773" 43 23 10 4.75697939186316
"774" 43 26 10 4.72539927806641
"775" 43 28 10 4.75697939186316
"776" 43 30 10 5.18850250054083
"777" 43 33 10 5.36517705402541
"778" 43 35 10 5.69989238099672
"779" 43 37 10 5.98719969884504
"780" 43 40 10 6.16845440855995
"781" 43 42 10 6.39444482089118
"782" 44 -14 10 3.10906095886099
"783" 44 -12 10 3.5867415555388
"784" 44 -9 10 4.28319996773544
"785" 44 -6 10 4.10115868222904
"786" 44 -2 10 4.55668230292637
"787" 44 0 10 4.96117765335003
"788" 44 2 10 5.27943943326548
"789" 44 5 10 5.21175878034478
"790" 44 7 10 4.96117765335003
"791" 44 9 10 5.27943943326548
"792" 44 12 10 4.87704345337346
"793" 44 14 10 5.36517705402541
"794" 44 16 10 5.6141547602368
"795" 44 20 10 5.23465998854096
"796" 44 23 10 5.27943943326548
"797" 44 26 10 5.84285765070321
"798" 44 28 10 5.94533651666942
"799" 44 30 10 6.13141548967439
"800" 44 33 10 6.54407042504177
"801" 44 35 10 6.57228442297802
"802" 44 37 10 6.5815723783499
"803" 44 40 10 6.59997751723762
"804" 44 42 10 7.08098037440975
"805" 45 -14 10 3.28573551234557
"806" 45 -12 10 3.10906095886099
"807" 45 -9 10 3.94848464076413
"808" 45 -6 10 3.94848464076413
"809" 45 -2 10 4.19493921770104
"810" 45 0 10 4.59197804904167
"811" 45 2 10 4.69313997023496
"812" 45 5 10 4.62646232637871
"813" 45 7 10 4.4065571150909
"814" 45 9 10 4.44552034469579
"815" 45 12 10 4.81821238364354
"816" 45 14 10 4.72539927806641
"817" 45 16 10 4.9056157458295
"818" 45 20 10 4.93365394534773
"819" 45 23 10 5.32292073857536
"820" 45 26 10 5.09169471883447
"821" 45 28 10 5.50434965420185
"822" 45 30 10 5.5602567463977
"823" 45 33 10 5.78099321290213
"824" 45 35 10 5.8122443432564
"825" 45 37 10 5.90227135784578
"826" 45 40 10 6.19264848145477
"827" 45 42 10 6.33014926424351
"828" 46 -14 10 2.90876386992421
"829" 46 -12 10 3.01225317715464
"830" 46 -9 10 4.14878172970091
"831" 46 -6 10 4.14878172970091
"832" 46 -2 10 5.18850250054083
"833" 46 0 10 5.27943943326548
"834" 46 2 10 5.40627551530758
"835" 46 5 10 5.7164671352766
"836" 46 7 10 5.09169471883447
"837" 46 9 10 5.59640307376629
"838" 46 12 10 5.6141547602368
"839" 46 14 10 5.84285765070321
"840" 46 16 10 5.74907711523121
"841" 46 20 10 5.87285865076321
"842" 46 23 10 6.04125960356983
"843" 46 26 10 6.19264848145477
"844" 46 28 10 6.36264150941528
"845" 46 30 10 6.49583475758998
"846" 46 33 10 6.69735683638659
"847" 46 35 10 6.8673498643471
"848" 46 37 10 6.94925606539938
"849" 46 40 10 7.00613491769282
"850" 46 42 10 7.4289116459043
